ip_request_rate,method_encoded,avg_time_between_requests,unique_endpoints,is_sensitive_endpoint
5,1,1.699,6,0
8,0,1.717,7,0
4,0,3.228,6,0
9,1,1.933,4,0
73,3,0.119,1,0
13,0,4.329,6,0
10,1,2.807,6,0
9,0,1.676,3,0
4,1,1.187,3,0
7,1,1.344,4,0
6,0,2.948,5,0
5,0,2.132,5,0
56,1,0.142,1,0
10,0,3.029,4,1
110,3,0.09,1,1
14,0,3.791,5,0
10,1,0.955,5,0
5,0,4.771,4,0
8,0,0.757,7,1
7,0,2.348,2,0
3,0,3.636,3,0
4,1,3.496,5,0
7,1,1.644,5,0
14,0,4.49,4,1
12,0,4.175,4,0
3,1,3.221,5,1
5,1,4.933,7,0
48,3,0.054,1,0
14,1,4.52,5,1
5,0,4.737,3,0
9,1,1.542,6,0
9,0,0.664,7,0
9,1,0.541,2,0
20,3,0.176,1,1
1,1,1.384,4,0
54,2,0.166,1,0
6,0,2.818,3,0
11,0,4.709,6,0
8,1,4.986,3,0
10,1,4.116,5,1
6,1,1.428,7,0
12,1,3.351,6,0
9,1,3.095,7,0
6,0,3.989,3,0
8,1,1.849,6,0
8,1,4.26,6,0
81,3,0.097,1,0
5,0,1.54,3,1
13,0,4.036,6,0
8,1,2.47,7,0
5,0,3.245,2,0
7,1,2.92,3,0
2,1,4.087,6,0
7,0,2.848,7,0
2,1,2.157,2,0
5,1,3.449,3,0
7,0,4.256,3,0
186,1,0.167,1,1
9,0,4.399,5,0
132,1,0.092,1,1
5,0,2.717,3,0
12,0,0.675,2,0
9,1,4.111,3,1
2,0,2.169,7,0
2,1,4.783,3,0
5,1,4.702,7,0
3,0,3.204,3,1
14,0,1.349,4,0
126,0,0.017,1,1
2,1,2.746,3,0
47,2,0.068,1,0
2,1,3.784,5,0
12,0,2.876,2,0
7,0,1.022,6,0
10,1,2.52,6,1
7,0,4.842,4,0
187,1,0.103,1,0
5,1,4.246,4,0
6,0,3.256,4,0
12,1,2.503,5,0
9,1,4.888,5,0
5,1,2.499,3,0
4,1,0.989,2,1
4,0,2.781,5,0
8,0,2.047,6,0
10,1,4.082,2,0
10,1,3.006,4,0
12,0,1.296,2,0
4,0,1.244,4,0
4,1,2.54,3,0
12,1,1.727,5,0
1,1,1.018,4,0
12,1,0.705,3,0
2,0,1.719,7,0
64,1,0.039,1,1
9,1,4.555,5,0
14,1,4.319,2,0
7,0,0.813,2,0
14,0,3.581,7,0
169,1,0.076,1,0
4,1,4.809,7,0
13,0,1.745,4,0
6,1,3.704,6,0
4,1,1.104,3,0
2,1,0.749,7,0
113,2,0.105,1,0
28,0,0.054,1,0
4,1,4.122,5,0
9,0,4.642,2,1
9,0,2.432,5,0
13,1,4.205,3,0
12,0,2.217,2,0
14,0,4.395,6,1
1,0,3.481,2,0
14,1,2.7,4,0
6,0,4.399,5,0
4,0,1.085,6,1
10,0,0.572,4,0
120,1,0.081,1,0
5,0,1.012,6,0
7,0,3.619,5,0
14,1,1.208,6,0
10,0,2.241,5,0
11,1,1.408,4,0
11,0,2.136,6,0
12,1,3.423,7,0
12,1,3.366,4,0
13,1,0.506,4,0
11,0,1.155,5,0
8,0,2.623,6,0
6,1,1.745,2,0
8,0,1.854,3,0
12,0,4.767,2,0
121,1,0.02,1,0
12,0,4.483,5,0
2,1,1.857,6,0
2,0,4.121,4,1
4,1,4.62,5,0
14,0,0.844,2,0
1,0,3.706,5,0
171,1,0.198,1,0
11,0,4.32,6,0
6,0,4.588,4,0
1,0,4.71,4,0
6,0,3.261,6,0
3,1,3.61,5,0
7,1,1.445,4,0
198,0,0.156,1,0
1,0,3.088,5,0
3,1,1.869,2,1
4,0,3.218,2,0
5,0,2.727,5,0
13,1,3.022,2,0
7,1,4.677,3,0
12,0,2.411,2,0
4,1,4.108,2,0
86,1,0.173,1,1
38,2,0.049,1,1
11,1,0.982,2,0
10,1,2.215,2,0
13,1,1.07,2,0
13,0,3.948,4,0
11,1,2.137,3,0
6,1,0.542,2,0
11,1,4.229,2,0
10,1,2.049,2,0
4,1,3.368,3,0
14,1,2.776,7,1
14,1,2.096,5,0
2,1,2.845,6,1
10,0,4.675,4,0
8,0,3.845,5,1
1,1,1.033,4,0
14,0,2.652,5,1
11,0,2.209,3,0
5,0,0.519,3,1
10,1,0.67,4,0
1,0,0.616,3,0
2,0,2.143,7,0
9,0,3.765,4,0
3,1,1.728,6,0
6,0,2.725,7,0
6,1,1.461,5,0
1,1,3.655,2,0
2,1,4.188,5,0
13,1,4.108,5,0
8,0,1.878,3,0
2,0,3.526,7,0
4,1,0.793,6,0
5,0,3.727,4,0
1,0,0.825,7,0
3,0,3.21,2,0
6,1,2.98,2,0
9,1,0.629,7,0
10,0,1.904,4,0
2,1,3.882,6,0
13,0,2.028,4,0
1,0,2.087,2,0
7,1,1.846,7,1
7,0,3.243,2,0
11,0,2.963,4,0
9,1,1.783,7,0
3,0,1.213,5,1
9,1,2.199,5,1
3,0,2.832,7,0
7,0,4.424,7,0
1,1,2.318,7,1
7,1,0.64,5,0
7,0,4.321,3,0
3,0,3.061,5,0
12,0,1.56,6,0
8,1,1.685,7,0
5,1,1.012,2,0
5,1,0.702,4,0
4,1,1.558,3,0
2,1,2.677,4,0
8,1,3.363,3,0
9,1,1.514,4,0
13,0,0.812,3,0
9,0,3.521,6,0
27,3,0.126,1,1
3,1,1.156,5,0
3,1,2.839,2,0
6,1,2.915,3,0
5,1,2.534,4,0
72,3,0.097,1,0
9,1,0.864,5,0
14,1,0.578,7,0
10,0,1.929,6,0
5,1,4.869,6,0
9,1,4.415,3,0
10,1,1.186,2,0
6,1,4.895,5,1
10,0,2.517,5,0
176,0,0.054,1,1
3,0,3.679,3,0
7,1,0.543,5,0
7,1,3.064,2,1
2,0,2.87,2,0
14,1,3.222,4,1
2,1,4.611,5,1
1,0,1.861,4,0
6,0,1.953,2,1
4,1,4.403,2,1
13,1,0.775,4,0
5,1,1.141,4,0
1,1,4.424,5,0
8,1,1.226,3,0
14,1,4.213,6,1
3,1,1.711,6,1
13,0,2.674,2,0
150,0,0.141,1,0
12,0,1.158,7,0
98,0,0.168,1,1
140,3,0.159,1,1
4,0,1.329,5,1
6,1,3.977,4,0
4,0,4.926,3,0
2,1,1.794,2,1
12,1,3.741,4,0
14,1,2.686,5,1
3,1,2.254,5,0
118,2,0.146,1,1
4,0,3.312,2,0
8,1,4.623,3,0
1,0,1.481,2,0
4,0,0.923,3,1
3,0,2.309,7,0
12,1,2.31,5,0
2,1,0.989,5,1
11,0,3.209,4,0
2,0,2.158,4,0
3,0,1.065,2,1
9,1,3.57,5,0
10,1,4.55,3,0
1,0,3.79,7,0
3,0,1.803,7,0
2,0,1.9,2,0
8,1,3.702,4,0
12,1,0.779,5,0
10,0,3.103,6,1
13,1,1.959,2,0
106,0,0.049,1,1
6,0,4.986,6,1
2,0,2.461,6,1
8,0,2.276,6,0
1,0,3.04,7,0
4,0,1.508,7,1
1,0,3.236,5,0
3,0,0.797,4,0
4,0,0.761,3,0
3,0,0.726,7,0
7,0,1.677,4,0
3,1,2.457,6,1
7,1,1.859,6,0
4,0,3.178,5,0
2,0,2.857,7,0
12,0,2.397,2,1
14,1,2.406,6,0
11,1,4.39,6,0
8,1,4.33,4,0
12,1,1.401,5,0
4,1,4.169,2,0
9,0,3.973,5,0
9,0,4.991,7,0
10,0,1.549,6,1
7,1,1.047,4,1
4,0,1.448,5,0
10,1,0.507,5,1
10,0,4.528,4,0
3,1,3.558,7,0
142,2,0.014,1,1
10,1,4.838,4,0
10,1,3.016,7,0
13,1,0.58,4,0
9,0,2.445,5,1
11,0,4.305,2,0
97,2,0.141,1,1
7,1,1.418,5,0
13,0,4.428,5,0
11,0,0.609,2,0
10,0,1.751,2,0
9,0,2.763,3,1
12,1,3.951,5,0
9,1,4.275,5,0
12,0,1.384,5,1
4,0,2.801,6,0
9,1,3.802,6,1
13,1,1.536,3,0
88,0,0.091,1,0
12,1,4.836,7,0
1,1,3.398,7,0
3,1,2.355,2,0
5,0,4.366,2,0
11,1,3.881,4,0
4,0,1.773,4,0
9,0,3.5,7,0
10,1,1.755,6,0
12,1,2.461,2,0
2,1,3.48,2,0
1,1,2.812,6,0
7,1,1.204,2,0
5,0,2.703,6,0
13,0,1.638,7,1
5,0,3.257,7,0
12,0,0.639,7,0
7,1,0.864,4,0
7,1,4.299,2,0
48,1,0.18,1,1
14,0,2.983,4,0
13,0,4.585,5,0
10,0,3.889,2,1
3,1,0.634,4,0
21,2,0.152,1,0
9,0,1.242,7,0
8,1,1.623,3,0
1,1,2.972,4,0
1,0,2.439,2,0
10,0,3.385,6,1
1,1,4.348,7,0
14,0,4.594,6,1
160,0,0.063,1,0
7,0,2.742,2,0
6,0,0.568,5,0
13,0,0.554,3,0
6,1,0.765,7,0
6,0,4.361,2,0
8,1,1.874,7,0
4,1,2.097,2,0
8,1,3.451,6,0
8,0,1.381,2,0
14,1,4.159,3,0
1,1,1.96,5,1
11,1,0.678,5,0
3,0,2.59,2,0
70,3,0.116,1,1
11,1,1.952,3,0
8,1,1.543,7,0
9,0,2.172,6,0
7,1,2.057,5,1
13,0,4.793,2,0
12,1,1.374,3,0
11,0,2.553,6,0
13,1,3.284,6,0
7,0,4.347,6,0
14,0,0.529,6,0
4,1,1.151,3,1
10,1,4.726,2,0
9,1,1.87,5,0
12,1,1.415,7,0
4,0,2.533,2,0
7,1,0.92,5,0
7,0,0.683,5,0
2,0,4.427,2,0
3,0,4.062,3,0
11,0,0.557,4,0
10,1,1.674,6,0
3,1,1.863,5,1
4,1,1.717,4,0
14,1,2.666,2,1
7,1,1.443,3,0
6,0,1.184,4,0
8,0,3.494,7,0
2,0,2.81,3,0
3,0,2.021,3,0
1,1,0.628,2,0
13,0,2.292,7,0
11,1,3.686,2,0
9,1,4.443,2,1
1,1,2.14,7,0
1,1,4.113,7,0
6,0,2.242,6,0
2,0,4.537,6,0
5,0,2.187,5,0
7,0,1.239,6,0
8,0,2.611,5,0
9,1,0.833,5,0
145,1,0.123,1,1
3,0,4.364,5,0
165,1,0.164,1,0
180,1,0.039,1,0
121,1,0.187,1,1
9,0,4.076,6,0
5,1,4.006,4,0
9,1,1.328,2,0
3,1,0.918,3,0
13,1,2.289,5,0
8,0,2.189,4,0
1,1,4.525,6,1
12,1,4.533,4,0
2,1,2.023,3,1
9,1,2.127,6,0
6,1,4.484,2,0
6,1,3.507,7,0
7,1,0.72,4,1
1,0,4.21,5,0
3,0,1.457,4,0
1,1,4.81,6,1
13,0,4.528,7,0
4,0,3.24,4,0
6,1,3.847,5,0
7,0,1.079,5,0
6,0,2.46,3,0
1,1,3.954,6,0
12,1,0.688,5,0
8,0,2.115,5,0
10,0,3.64,7,0
8,0,3.527,6,0
12,0,1.087,4,0
11,1,2.18,6,0
7,1,1.555,4,0
5,1,2.272,5,0
8,0,3.351,6,0
5,0,4.511,3,0
10,1,3.274,6,0
1,0,2.995,5,0
76,2,0.07,1,0
4,1,0.971,2,0
13,0,0.959,7,0
4,1,2.815,2,0
7,0,2.141,2,0
4,1,1.342,3,0
4,0,2.756,2,1
6,1,2.775,2,0
133,2,0.084,1,0
12,0,4.274,2,1
1,0,4.054,2,0
8,1,3.38,6,0
4,0,1.288,4,1
47,0,0.059,1,1
5,0,2.281,4,0
4,0,2.806,6,0
9,0,2.458,2,0
14,0,1.495,4,0
5,0,3.893,4,0
2,1,0.949,3,0
6,0,2.63,5,0
3,0,2.166,5,0
11,1,3.53,5,0
9,0,2.594,2,0
10,0,3.648,6,0
7,1,2.768,6,0
13,0,4.175,4,0
12,0,2.073,2,0
1,0,1.76,6,0
4,0,1.163,5,1
6,0,2.061,6,0
12,1,4.706,2,0
3,1,4.551,4,0
11,1,3.426,6,0
7,1,4.563,2,0
5,1,3.495,5,0
179,0,0.146,1,0
5,1,2.939,5,0
4,1,3.481,2,0
5,0,4.378,6,0
12,0,4.187,4,0
9,1,3.683,7,0
5,0,3.59,3,0
6,0,3.182,3,0
10,0,0.835,2,1
3,0,3.289,3,0
3,0,4.956,5,0
13,1,2.261,5,0
9,1,2.488,3,0
2,1,2.04,5,0
2,0,4.956,5,0
6,1,3.254,6,0
10,0,0.626,4,0
4,0,3.85,5,0
10,0,1.266,6,0
13,1,3.702,4,0
3,0,0.95,3,1
8,1,4.808,3,1
3,1,1.609,7,1
1,0,3.61,7,1
6,1,1.884,4,0
2,0,1.117,7,0
13,0,0.811,6,0
3,1,2.932,4,1
1,0,4.744,7,0
6,1,2.939,6,1
49,1,0.02,1,1
9,1,3.193,7,0
9,1,1.321,7,1
5,0,1.03,5,0
11,0,3.208,4,0
112,1,0.144,1,0
14,1,3.004,2,0
10,0,1.697,7,0
8,0,4.945,4,0
139,3,0.092,1,0
8,1,4.162,2,0
12,0,0.835,6,1
2,0,4.526,7,0
79,0,0.056,1,1
11,0,1.127,6,0
9,0,2.988,6,0
108,2,0.103,1,0
11,0,2.474,5,0
9,0,0.974,7,0
107,0,0.17,1,0
10,0,1.007,7,0
2,1,3.048,3,1
3,1,4.465,7,1
3,1,3.747,2,0
4,0,4.544,2,0
5,0,4.629,6,0
70,1,0.095,1,0
8,1,3.204,7,0
1,1,4.786,4,0
5,1,4.758,5,0
9,1,3.983,6,0
9,0,3.188,3,0
96,0,0.099,1,0
14,1,0.598,6,0
3,0,2.335,2,0
44,3,0.107,1,0
7,1,2.603,5,0
10,0,1.455,3,0
7,0,2.22,7,0
4,1,4.998,7,0
10,0,3.171,6,0
14,0,4.897,3,0
13,1,3.176,3,0
94,2,0.172,1,1
6,0,1.788,5,0
2,0,1.105,2,1
2,1,3.048,2,0
3,1,1.375,4,0
11,0,2.396,6,0
5,1,1.126,3,0
40,2,0.083,1,1
7,1,0.657,4,0
100,1,0.064,1,0
3,0,0.564,7,0
6,1,3.697,3,0
4,1,4.85,5,0
14,0,2.638,2,0
102,0,0.163,1,1
4,0,4.142,3,0
8,1,2.94,4,0
14,0,1.734,4,0
8,0,4.345,7,0
6,1,2.013,5,0
1,1,1.982,6,0
12,0,1.582,2,0
1,0,0.702,2,0
8,0,2.97,3,0
11,1,2.216,7,0
155,1,0.14,1,0
14,0,3.34,6,1
7,0,3.559,6,0
11,0,3.24,7,0
14,1,0.893,5,0
1,1,2.98,2,1
7,0,2.51,4,0
11,1,4.648,2,0
10,1,1.06,6,0
13,0,0.9,6,0
12,0,4.963,2,1
13,0,4.267,7,1
88,3,0.165,1,0
11,0,4.344,3,0
8,0,2.316,7,0
144,0,0.041,1,1
9,1,4.631,3,0
14,1,2.11,7,0
10,0,1.199,2,0
2,1,3.626,4,0
10,1,3.481,2,0
3,0,4.69,6,0
131,0,0.191,1,1
9,0,4.396,4,0
6,0,0.711,7,0
14,1,2.533,2,1
3,0,3.061,3,0
7,1,1.056,3,0
180,3,0.01,1,0
166,2,0.048,1,0
8,0,4.783,5,0
13,1,0.704,2,0
4,1,3.408,5,0
125,3,0.136,1,1
9,1,4.642,6,0
42,2,0.178,1,1
2,1,2.872,4,0
8,1,2.861,3,0
1,1,3.043,4,1
2,0,2.004,5,0
4,0,2.084,4,0
10,0,3.824,5,0
2,0,4.909,2,0
6,1,0.899,4,0
44,0,0.046,1,0
155,2,0.043,1,1
4,0,2.713,4,0
14,0,0.722,4,0
175,3,0.13,1,0
8,1,4.335,4,0
8,0,4.386,4,0
9,0,1.236,7,0
9,0,0.739,4,1
4,1,0.85,5,1
3,0,3.292,4,0
5,0,0.582,5,0
14,1,2.164,7,1
12,0,3.193,7,1
12,0,2.159,4,0
11,0,1.406,4,0
7,1,2.273,4,0
4,0,0.512,7,0
3,0,0.718,4,0
5,0,3.314,4,0
14,0,2.246,2,0
7,1,3.871,4,0
2,1,2.027,5,0
115,1,0.076,1,0
13,0,2.055,4,1
3,1,2.089,5,0
9,0,2.454,4,0
5,1,4.419,2,0
13,0,4.494,2,0
2,0,1.051,5,0
14,1,4.56,2,0
1,1,2.046,7,0
12,1,3.091,3,0
10,0,4.995,2,0
7,0,2.436,5,0
8,0,4.03,4,1
13,0,4.106,2,0
9,1,0.677,5,0
129,2,0.062,1,1
8,1,4.496,6,1
8,1,0.828,3,0
11,1,2.787,7,0
86,1,0.037,1,0
3,0,3.698,4,1
9,1,2.158,6,0
7,1,2.189,4,0
6,1,3.186,6,0
4,1,1.656,5,0
3,1,3.096,5,0
6,0,2.826,6,1
6,0,1.126,2,1
74,3,0.154,1,0
9,1,0.978,4,1
9,0,1.049,3,0
3,0,4.321,4,0
5,1,1.349,7,0
1,0,2.546,3,0
6,0,0.985,6,0
1,0,3.747,6,0
14,1,0.971,3,0
5,0,1.469,2,0
9,0,3.292,5,0
8,1,0.914,6,0
1,1,4.1,2,0
7,0,3.743,5,0
13,1,2.068,5,0
12,0,2.635,2,0
8,0,0.769,4,0
85,3,0.195,1,0
13,1,3.808,3,0
1,1,3.395,6,0
10,1,3.902,2,0
2,1,0.895,7,0
1,0,1.328,3,0
2,0,3.526,4,0
5,1,2.34,3,0
195,3,0.099,1,0
3,1,3.641,2,1
6,0,2.35,6,0
5,1,4.351,7,0
8,1,4.808,3,0
1,1,3.365,2,0
7,0,2.863,3,0
6,1,2.185,4,1
5,0,1.753,3,0
2,0,1.62,3,0
5,1,2.528,4,0
2,1,3.275,3,0
13,0,4.389,5,0
14,0,0.563,2,0
13,0,2.783,2,0
11,1,3.723,6,1
1,0,1.856,6,0
7,1,4.883,2,1
2,0,4.93,5,0
14,0,3.888,2,0
12,1,1.118,6,0
11,0,3.746,5,0
14,0,1.17,7,1
6,1,3.156,3,1
11,1,1.703,3,0
10,0,0.547,7,0
14,0,1.323,5,0
5,0,1.58,3,0
5,1,0.708,5,0
13,1,3.799,7,0
14,0,3.896,6,0
5,1,0.679,2,1
73,3,0.049,1,0
9,0,1.754,5,0
6,1,4.777,2,0
4,1,4.437,6,1
1,0,1.718,6,0
5,0,2.744,3,0
6,0,0.768,4,0
5,1,2.857,5,0
7,0,1.34,2,1
5,0,4.486,7,0
5,0,4.679,6,0
2,1,4.104,5,0
1,1,0.792,3,1
2,1,0.862,7,0
1,0,4.313,6,0
8,1,3.47,5,0
10,1,0.985,4,1
3,0,1.588,6,0
3,0,3.007,3,1
1,0,4.333,6,0
33,3,0.096,1,0
2,0,2.267,2,0
6,1,1.759,6,1
5,0,1.226,5,0
12,0,4.684,6,0
1,1,4.957,5,0
3,1,3.132,4,0
6,0,4.747,7,0
11,1,1.831,3,0
9,0,4.806,2,0
14,1,3.618,3,0
1,1,2.667,5,0
103,2,0.151,1,0
9,0,2.041,7,0
11,1,0.788,3,0
12,1,2.829,3,1
9,1,4.584,6,0
14,1,1.415,7,1
4,0,3.211,2,0
2,1,3.385,7,0
4,1,2.282,3,0
3,0,4.54,3,0
8,0,4.925,4,0
14,1,2.441,3,0
130,1,0.174,1,1
11,1,0.806,3,0
5,1,1.078,2,0
8,0,1.333,5,0
11,1,4.996,6,0
4,0,1.858,4,0
2,1,1.504,6,0
34,1,0.124,1,1
4,0,4.655,6,1
14,0,0.955,6,0
9,0,1.629,5,0
4,1,1.223,2,0
57,3,0.136,1,0
29,3,0.19,1,0
8,1,1.719,7,0
11,1,3.67,3,0
12,1,2.628,3,0
6,0,3.596,4,0
1,1,1.098,7,0
14,0,4.8,3,0
7,1,2.347,3,0
73,1,0.092,1,0
5,0,3.984,3,0
7,1,4.846,5,0
3,1,3.707,2,0
1,0,3.62,7,0
14,1,2.554,4,0
2,0,2.786,6,0
10,1,1.473,4,0
12,0,1.394,7,0
4,0,2.514,2,0
7,1,4.654,4,0
6,0,4.042,3,0
3,1,2.431,5,0
7,1,2.667,4,0
6,1,4.876,7,0
1,1,3.555,6,0
12,1,2.055,6,0
13,0,2.991,5,0
14,1,0.64,7,1
5,1,2.178,6,0
11,1,3.512,2,0
1,0,2.956,6,0
6,0,1.362,2,0
70,2,0.143,1,1
13,1,1.333,3,0
5,1,1.273,4,1
9,0,2.861,7,0
10,1,3.04,3,0
3,0,4.301,5,0
6,1,0.943,6,0
1,1,2.289,3,1
3,1,1.929,5,0
166,0,0.096,1,0
165,1,0.189,1,0
7,0,1.927,5,1
13,0,1.517,4,0
110,1,0.109,1,1
1,1,3.349,2,0
4,0,0.952,3,1
1,1,0.589,2,0
10,1,2.242,5,0
11,0,3.781,6,0
11,0,1.996,7,0
96,2,0.1,1,1
7,1,2.693,3,0
9,0,3.975,6,0
5,0,4.986,3,0
11,0,2.713,5,1
6,1,3.577,4,0
9,1,3.792,7,0
3,0,1.876,5,1
5,0,4.258,5,0
64,2,0.149,1,0
13,0,1.3,6,0
3,1,2.573,7,1
7,0,1.727,7,0
12,1,2.137,2,0
7,0,1.711,2,0
46,0,0.126,1,0
3,1,4.794,5,0
3,0,4.603,4,1
5,0,2.064,6,0
1,1,1.951,4,0
13,0,2.273,6,1
10,1,4.49,3,0
3,1,1.609,4,0
2,1,3.395,2,0
153,3,0.145,1,0
3,1,4.831,7,0
12,0,1.669,2,1
5,1,2.382,2,0
10,0,4.449,4,0
9,1,0.596,6,0
8,0,4.561,2,0
14,0,2.815,3,0
4,0,4.741,7,0
13,0,0.837,7,0
2,1,2.273,3,0
8,0,3.671,6,0
10,1,1.862,6,0
14,1,3.985,7,1
9,1,4.662,5,0
4,0,2.183,7,0
48,0,0.125,1,1
102,3,0.093,1,1
42,1,0.151,1,1
6,1,4.8,6,1
8,0,3.47,5,0
5,0,1.476,6,0
10,0,3.472,7,0
10,1,2.113,2,1
14,0,1.774,4,0
5,0,1.696,2,0
4,0,2.443,4,0
10,0,4.4,3,0
3,0,1.038,3,0
14,0,0.52,5,0
14,1,1.29,4,0
10,1,3.73,4,0
9,0,1.137,4,0
2,0,1.264,6,0
9,0,3.062,3,0
4,1,2.347,7,1
5,0,2.943,5,0
61,3,0.159,1,0
12,0,4.501,4,0
4,0,3.049,3,0
10,0,4.502,2,1
63,1,0.045,1,1
7,1,1.893,3,0
12,0,1.712,7,0
8,0,3.935,3,0
4,1,3.115,2,1
10,0,0.675,5,0
10,0,1.083,2,0
9,0,4.412,5,0
7,0,0.843,4,0
12,0,4.788,5,0
10,1,4.981,6,0
12,0,2.933,3,0
1,1,3.206,5,0
14,1,2.066,7,0
11,0,1.427,6,0
130,2,0.08,1,0
14,1,4.402,3,0
1,1,2.557,7,0
14,0,1.666,7,1
6,0,0.644,7,1
7,1,3.14,6,0
1,1,0.755,4,1
8,1,1.428,3,0
3,1,3.188,2,0
7,1,2.469,5,1
4,0,2.364,2,0
14,0,3.534,5,0
14,1,3.09,7,0
10,1,3.628,3,0
10,0,3.202,5,0
13,0,1.62,6,0
13,1,2.059,3,0
1,1,0.937,2,1
12,1,2.604,7,0
6,1,3.603,5,0
2,1,3.628,3,0
13,1,4.778,4,0
2,1,1.215,2,0
4,1,1.211,5,0
10,0,3.021,5,0
79,3,0.044,1,1
3,0,2.271,3,0
5,1,4.745,7,0
11,1,4.717,5,0
7,0,1.968,7,0
8,0,2.531,5,0
7,1,2.202,6,0
8,1,0.586,5,0
8,1,1.25,7,0
9,0,2.69,6,0
4,0,2.435,6,0
3,1,4.121,5,0
4,1,2.275,7,1
12,1,2.151,3,0
13,0,3.604,2,0
4,0,4.793,6,0
14,1,4.407,3,0
2,1,4.988,6,0
44,1,0.173,1,0
14,1,3.294,5,1
14,1,1.826,7,0
12,1,1.436,6,0
166,1,0.124,1,1
7,0,2.849,7,0
39,1,0.172,1,0
1,1,1.558,5,1
13,1,0.902,2,0
8,1,3.951,7,0
10,1,3.773,3,0
6,1,4.758,3,0
9,1,1.619,6,0
13,0,2.087,7,0
11,0,0.684,2,0
14,1,4.692,6,0
10,0,2.578,2,0
3,1,2.377,6,0
2,0,2.193,7,0
5,1,4.264,2,0
127,0,0.198,1,0
4,1,4.229,4,0
6,1,3.608,4,1
1,1,3.473,2,0
9,1,2.755,4,0
7,1,4.226,2,0
8,1,1.792,6,0
14,0,2.609,7,0
10,0,4.386,4,0
4,1,0.703,4,1
10,1,1.643,5,0
9,0,2.964,6,0
6,1,4.493,6,0
1,0,0.553,3,0
12,0,2.365,5,0
150,0,0.186,1,0
9,0,0.642,6,0
199,2,0.07,1,1
101,0,0.137,1,0
13,0,1.132,4,1
3,1,2.216,3,1
9,1,4.564,5,0
2,0,2.349,7,0
7,1,2.401,7,0
1,0,1.306,6,1
9,0,3.155,5,0
3,1,4.025,5,0
3,1,1.424,5,0
7,0,3.001,5,0
9,1,2.385,5,0
7,1,3.645,7,0
85,3,0.12,1,0
12,1,0.593,7,0
6,1,1.851,7,0
109,0,0.038,1,1
7,0,4.28,3,0
12,0,3.67,2,0
5,0,2.674,2,0
2,1,3.536,3,0
11,1,3.317,4,0
11,0,4.237,7,0
5,1,0.793,2,0
1,1,4.635,6,0
1,0,4.635,3,0
11,1,4.968,3,0
8,0,2.727,6,0
14,0,4.385,3,0
67,1,0.104,1,0
5,0,0.708,2,0
4,1,4.896,6,0
7,0,4.298,2,0
1,1,4.235,3,0
7,1,4.467,6,1
14,1,1.437,3,0
158,1,0.079,1,0
1,1,4.123,5,0
83,1,0.057,1,0
2,0,3.617,4,0
4,0,1.777,2,0
5,1,1.223,2,0
11,1,4.767,6,0
14,1,0.632,2,0
12,1,2.049,3,0
13,0,4.851,2,0
11,1,1.493,4,0
8,0,4.091,3,0
13,0,1.503,6,0
2,1,3.779,2,1
85,3,0.134,1,1
4,1,3.153,6,0
7,1,0.748,2,0
14,0,0.763,3,1
10,0,1.584,6,0
11,0,1.961,5,0
13,1,1.908,4,0
12,0,4.472,7,0
12,0,1.558,4,0
13,1,4.699,3,1
2,1,3.112,6,0
5,0,1.753,4,0
5,0,4.352,2,0
4,0,2.061,7,0
5,0,3.188,7,0
8,0,4.188,6,1
7,0,2.016,5,0
9,1,4.908,3,0
5,1,3.055,6,0
13,0,1.275,2,1
13,1,1.353,4,0
4,0,4.505,4,1
1,0,3.247,5,0
5,0,0.837,5,0
4,1,3.137,4,0
1,0,0.563,3,0
7,1,4.733,3,0
2,0,3.42,6,1
43,3,0.039,1,0
1,1,4.412,7,0
12,0,3.83,7,0
9,1,2.034,7,0
1,0,4.516,3,1
2,0,1.307,2,0
11,1,3.74,6,0
1,1,3.991,2,0
10,1,3.415,2,0
7,1,4.489,3,0
13,0,2.835,4,0
9,1,1.503,2,0
3,0,1.367,3,0
13,0,4.492,4,0
8,1,1.735,6,0
106,2,0.192,1,1
14,0,4.336,4,0
8,1,4.409,5,0
10,1,3.331,2,0
10,1,4.926,7,0
9,0,4.922,5,1
11,0,2.908,4,0
11,1,2.876,5,1
134,2,0.05,1,0
2,1,3.813,6,0
14,0,0.9,4,0
9,1,1.186,6,0
3,0,1.168,5,0
63,1,0.037,1,0
14,1,3.94,3,0
2,1,4.2,6,0
7,0,2.57,3,0
13,0,3.953,4,0
12,0,4.981,2,0
36,3,0.078,1,1
3,0,3.744,7,0
126,2,0.109,1,1
1,1,4.309,4,1
6,0,3.968,4,0
5,1,1.14,5,0
13,1,3.178,6,0
5,1,2.248,6,0
76,0,0.025,1,1
7,1,2.216,7,0
13,0,4.744,4,0
14,1,0.712,4,0
146,2,0.157,1,0
11,1,4.775,5,1
3,1,3.159,2,0
12,1,3.626,6,0
14,0,4.011,6,0
6,1,1.002,6,0
10,0,4.093,2,0
7,1,2.83,3,0
8,1,0.804,2,0
4,0,1.746,6,0
4,0,3.732,7,0
1,1,4.32,7,0
8,1,2.665,4,0
3,1,0.967,5,0
2,1,2.802,4,0
3,0,1.819,5,0
9,1,4.902,7,1
12,1,2.254,3,0
8,0,4.627,7,0
3,1,1.582,7,0
14,0,2.809,4,0
8,1,2.985,7,0
37,2,0.042,1,1
8,0,3.923,4,0
10,1,4.638,7,0
2,1,2.661,2,0
10,1,4.707,6,0
2,1,1.65,6,0
